0.000000000000000000e+00 -1.304579773835340684e-01 -4.766052789084607860e-02 2.686945591694121435e-02 3.411195849404638492e-02 6.561897586846030667e-03 -1.756680573501724022e-03 -5.937493352734621310e-03 -7.475192769067147717e-04 -6.628868704755265214e-04
1.000000000000000056e-01 -6.646811428876975292e-02 -1.242694616606938030e-01 1.708800743750097523e-02 1.130208038901727927e-03 -2.727379650693814717e-02 2.282836525371310585e-03 -9.952051650498994900e-03 -5.419975027349111310e-03 -1.008848992567064513e-02
2.000000000000000111e-01 -7.250877143580436446e-02 1.014361443627172579e-02 -4.461425678211251855e-02 -4.273405154510509507e-02 3.438764657998003710e-03 -1.172976090879805991e-02 -1.632845742595740932e-02 -1.674473721164935688e-02 -1.545560261088394644e-02
3.000000000000000444e-01 8.206052877922076494e-02 -1.066463706282088642e-01 -3.934274949766156104e-02 -2.286039329846332319e-02 -1.346491350685446314e-02 -1.597266794469570650e-02 -2.237172732847624371e-02 -2.070751430123735776e-02 -1.988473530499332634e-02
4.000000000000000222e-01 4.536831226448219401e-02 3.584349102176742630e-02 -8.025190825366067260e-02 -8.106941732293274083e-04 -3.012127071315632426e-02 -2.545036505092363247e-02 -2.469424971093831661e-02 -1.992047343360197481e-02 -2.115615350282310306e-02
5.000000000000000000e-01 8.108319267546064413e-03 -5.183905100212861383e-02 -4.641866815449673112e-02 -4.759051950356477101e-02 -1.749756381354361165e-02 -1.508068957287498311e-02 -2.312974176366822815e-02 -2.085597987651149204e-02 -1.993810128740147389e-02
6.000000000000000888e-01 1.842164914407460330e-01 7.774541553060081156e-02 -3.507502292392743887e-02 -5.694977035681714900e-03 -3.546883704235332183e-03 -2.464637685636251671e-02 -1.758816234244214502e-02 -1.934380046824590860e-02 -1.813474918319867013e-02
7.000000000000000666e-01 1.121987015906054583e-02 2.418912674722054762e-02 -1.871102897140125912e-02 -2.144898826582403509e-02 -1.224800738801945336e-02 -2.111402581637262729e-03 -1.597400754530201722e-02 -1.232826698459069462e-02 -1.028803398516721715e-02
8.000000000000000444e-01 9.408411173726090315e-02 2.226342399626677834e-02 -4.414311262960566445e-02 -2.317111981162585377e-04 -1.542973863434859289e-02 -1.755119824797925221e-02 -3.523085184191391758e-03 -6.649073085104238029e-03 -4.900794404159317108e-03
9.000000000000000222e-01 -1.271741570693414036e-01 2.791611293520812956e-02 1.547923298003337639e-02 -3.917386403830455319e-03 -5.107250953594346526e-03 2.036765716077481008e-03 1.033677150543083414e-02 7.855197268281759182e-04 4.242092053488688563e-03
1.000000000000000000e+00 -1.777577809258577002e-01 -5.371207997194910044e-02 3.822660440413551408e-02 2.468285868661539151e-02 1.486970238417236953e-02 3.540758220516169313e-03 1.213938447991798515e-02 1.924936579756292288e-02 1.557496298806170139e-02
1.100000000000000089e+00 -1.479306063735533749e-01 1.512115679296936049e-03 -2.963976156331121770e-03 1.505278263959189053e-02 2.526033995627078796e-02 3.144698233875954652e-02 3.374283321273228997e-02 2.879265220135900083e-02 2.723482644641567543e-02
1.200000000000000178e+00 1.175622662431720783e-01 8.753224661845308840e-02 1.111255489192294540e-02 4.881283818591773682e-02 4.438688995100495416e-02 4.696665832538436669e-02 3.978928058242658938e-02 4.236875503548885591e-02 4.053543354523328479e-02
